System	CPUs	Memory	Scale	Query	Time
Hyper	16	64	64	15	0.3104128837585449
Hyper	16	64	64	16	0.6448988914489746
Hyper	16	64	64	17	0.4905998706817627
Hyper	16	64	64	18	3.265024423599243
Hyper	16	64	64	19	0.5021302700042725
Hyper	16	64	64	20	0.16898560523986816
Hyper	16	64	64	21	1.7147936820983887
Hyper	16	64	64	22	0.5345354080200195
Hyper	16	64	64	1	1.1305711269378662
Hyper	16	64	64	2	0.10631918907165527
Hyper	16	64	64	3	0.8528163433074951
Hyper	16	64	64	4	0.6861755847930908
Hyper	16	64	64	5	0.8465843200683594
Hyper	16	64	64	6	0.03943967819213867
Hyper	16	64	64	7	0.8092672824859619
Hyper	16	64	64	8	0.4345285892486572
Hyper	16	64	64	9	2.658099889755249
Hyper	16	64	64	10	0.8048386573791504
Hyper	16	64	64	11	0.1179952621459961
Hyper	16	64	64	12	0.26702260971069336
Hyper	16	64	64	13	5.093042612075806
Hyper	16	64	64	14	0.20013117790222168
Hyper	16	64	64	15	0.2964928150177002
Hyper	16	64	64	16	0.6515655517578125
Hyper	16	64	64	17	0.5069460868835449
Hyper	16	64	64	18	2.9960741996765137
Hyper	16	64	64	19	0.4908010959625244
Hyper	16	64	64	20	0.17164087295532227
Hyper	16	64	64	21	1.7598540782928467
Hyper	16	64	64	22	0.5502982139587402
DuckDB	16	64	128	1	9.122853994369507
DuckDB	16	64	128	2	2.205777645111084
DuckDB	16	64	128	3	5.4964518547058105
DuckDB	16	64	128	4	9.018884181976318
DuckDB	16	64	128	5	5.244318723678589
DuckDB	16	64	128	6	2.343960762023926
DuckDB	16	64	128	7	13.155683755874634
DuckDB	16	64	128	8	5.320953130722046
DuckDB	16	64	128	9	17.17433762550354
DuckDB	16	64	128	10	9.999687194824219
DuckDB	16	64	128	11	0.6022369861602783
DuckDB	16	64	128	12	3.778557062149048
DuckDB	16	64	128	13	11.449626684188843
DuckDB	16	64	128	14	3.240098476409912
DuckDB	16	64	128	15	5.0145721435546875
DuckDB	16	64	128	16	2.323458671569824
DuckDB	16	64	128	17	102.47454905509949
DuckDB	16	64	128	18	28.082810163497925
DuckDB	16	64	128	19	6.103785991668701
DuckDB	16	64	128	20	10.841614961624146
DuckDB	16	64	128	21	34.15399646759033
DuckDB	16	64	128	22	2.6827001571655273
DuckDB	16	64	128	1	6.349433660507202
DuckDB	16	64	128	2	2.3089962005615234
DuckDB	16	64	128	3	4.6113550662994385
DuckDB	16	64	128	4	8.425364255905151
DuckDB	16	64	128	5	3.8211982250213623
DuckDB	16	64	128	6	1.5750396251678467
DuckDB	16	64	128	7	12.802042722702026
DuckDB	16	64	128	8	4.853177309036255
DuckDB	16	64	128	9	17.24091649055481
DuckDB	16	64	128	10	10.011619329452515
DuckDB	16	64	128	11	0.6103837490081787
DuckDB	16	64	128	12	3.785169839859009
DuckDB	16	64	128	13	11.111760377883911
DuckDB	16	64	128	14	3.465318441390991
DuckDB	16	64	128	15	4.726433038711548
DuckDB	16	64	128	16	2.619701385498047
DuckDB	16	64	128	17	96.10465693473816
DuckDB	16	64	128	18	24.196107387542725
DuckDB	16	64	128	19	5.996176242828369
DuckDB	16	64	128	20	10.738264083862305
DuckDB	16	64	128	21	30.7086660861969
DuckDB	16	64	128	22	2.248406410217285
DuckDB	16	64	128	1	5.952907562255859
DuckDB	16	64	128	2	2.050642490386963
DuckDB	16	64	128	3	4.61319375038147
DuckDB	16	64	128	4	8.637649536132812
DuckDB	16	64	128	5	4.986706495285034
DuckDB	16	64	128	6	2.236154794692993
DuckDB	16	64	128	7	12.74817180633545
DuckDB	16	64	128	8	4.801454067230225
DuckDB	16	64	128	9	17.748491048812866
DuckDB	16	64	128	10	9.755500555038452
DuckDB	16	64	128	11	0.6535189151763916
DuckDB	16	64	128	12	3.887195587158203
DuckDB	16	64	128	13	10.134588241577148
DuckDB	16	64	128	14	2.4108102321624756
DuckDB	16	64	128	15	3.9118690490722656
DuckDB	16	64	128	16	2.0660109519958496
DuckDB	16	64	128	17	63.958632946014404
DuckDB	16	64	128	18	26.159055471420288
DuckDB	16	64	128	19	6.661113262176514
DuckDB	16	64	128	20	10.67289113998413
DuckDB	16	64	128	21	32.450626850128174
DuckDB	16	64	128	22	2.2481179237365723
Hyper	16	64	128	1	8.827121496200562
Hyper	16	64	128	2	0.48384881019592285
Hyper	16	64	128	3	6.238658905029297
Hyper	16	64	128	4	4.183780670166016
Hyper	16	64	128	5	4.53925895690918
Hyper	16	64	128	6	0.12639498710632324
Hyper	16	64	128	7	4.063183307647705
Hyper	16	64	128	8	3.1829733848571777
Hyper	16	64	128	9	14.44976544380188
Hyper	16	64	128	10	4.102498292922974
Hyper	16	64	128	11	0.38181304931640625
Hyper	16	64	128	12	1.0976221561431885
Hyper	16	64	128	13	27.21516704559326
Hyper	16	64	128	14	0.8367414474487305
Hyper	16	64	128	15	1.2032074928283691
Hyper	16	64	128	16	2.744399070739746
Hyper	16	64	128	17	2.975804090499878
Hyper	16	64	128	18	19.11554765701294
Hyper	16	64	128	19	1.8738932609558105
Hyper	16	64	128	20	0.7720003128051758
Hyper	16	64	128	21	6.995962142944336
Hyper	16	64	128	22	2.2348885536193848
Hyper	16	64	128	1	3.73968505859375
Hyper	16	64	128	2	0.5437126159667969
Hyper	16	64	128	3	3.383779525756836
Hyper	16	64	128	4	3.0960488319396973
Hyper	16	64	128	5	3.513108968734741
Hyper	16	64	128	6	0.1492452621459961
Hyper	16	64	128	7	3.0783634185791016
Hyper	16	64	128	8	1.7500762939453125
Hyper	16	64	128	9	9.002776622772217
Hyper	16	64	128	10	2.224167823791504
Hyper	16	64	128	11	0.27973270416259766
Hyper	16	64	128	12	0.9297277927398682
Hyper	16	64	128	13	13.273540496826172
Hyper	16	64	128	14	0.5038220882415771
Hyper	16	64	128	15	0.7534737586975098
Hyper	16	64	128	16	1.8195526599884033
Hyper	16	64	128	17	1.8910140991210938
Hyper	16	64	128	18	10.911304235458374
Hyper	16	64	128	19	1.1737403869628906
Hyper	16	64	128	20	0.44153904914855957
Hyper	16	64	128	21	4.499225378036499
Hyper	16	64	128	22	1.5053181648254395
Hyper	16	64	128	1	2.8630130290985107
Hyper	16	64	128	2	0.25150370597839355
Hyper	16	64	128	3	2.2172389030456543
Hyper	16	64	128	4	2.022402286529541
Hyper	16	64	128	5	2.482224225997925
Hyper	16	64	128	6	0.10318565368652344
Hyper	16	64	128	7	2.122738838195801
Hyper	16	64	128	8	1.1622366905212402
Hyper	16	64	128	9	7.888152599334717
Hyper	16	64	128	10	2.218287467956543
Hyper	16	64	128	11	0.2954976558685303
Hyper	16	64	128	12	0.9679937362670898
Hyper	16	64	128	13	13.444645643234253
Hyper	16	64	128	14	0.5450530052185059
Hyper	16	64	128	15	0.7468855381011963
Hyper	16	64	128	16	1.852126121520996
Hyper	16	64	128	17	1.8642637729644775
Hyper	16	64	128	18	9.23489260673523
Hyper	16	64	128	19	0.8995027542114258
Hyper	16	64	128	20	0.3120079040527344
Hyper	16	64	128	21	4.217768669128418
Hyper	16	64	128	22	1.4705615043640137
DuckDB	8	32	16	1	0.6847305297851562
DuckDB	8	32	16	2	0.13680005073547363
DuckDB	8	32	16	3	0.6199986934661865
DuckDB	8	32	16	4	0.6932163238525391
DuckDB	8	32	16	5	0.6005399227142334
DuckDB	8	32	16	6	0.2168900966644287
DuckDB	8	32	16	7	1.4971232414245605
DuckDB	8	32	16	8	0.5157966613769531
DuckDB	8	32	16	9	2.4840331077575684
DuckDB	8	32	16	10	1.0866327285766602
DuckDB	8	32	16	11	0.06059980392456055
DuckDB	8	32	16	12	0.4291527271270752
DuckDB	8	32	16	13	1.3208301067352295
DuckDB	8	32	16	14	0.39547109603881836
DuckDB	8	32	16	15	0.5493676662445068
DuckDB	8	32	16	16	0.22118663787841797
DuckDB	8	32	16	17	4.038403034210205
DuckDB	8	32	16	18	3.232306957244873
DuckDB	8	32	16	19	0.8636152744293213
DuckDB	8	32	16	20	0.9191200733184814
DuckDB	8	32	16	21	2.456404209136963
DuckDB	8	32	16	22	0.42168235778808594
DuckDB	8	32	16	1	0.7514517307281494
DuckDB	8	32	16	2	0.1298675537109375
DuckDB	8	32	16	3	0.6055357456207275
DuckDB	8	32	16	4	0.7222070693969727
DuckDB	8	32	16	5	0.6216285228729248
DuckDB	8	32	16	6	0.21071505546569824
DuckDB	8	32	16	7	1.505892038345337
DuckDB	8	32	16	8	0.5106730461120605
DuckDB	8	32	16	9	2.5085253715515137
DuckDB	8	32	16	10	1.1775169372558594
DuckDB	8	32	16	11	0.057482242584228516
DuckDB	8	32	16	12	0.4326961040496826
DuckDB	8	32	16	13	1.3559424877166748
DuckDB	8	32	16	14	0.39935755729675293
DuckDB	8	32	16	15	0.5447328090667725
DuckDB	8	32	16	16	0.22782301902770996
DuckDB	8	32	16	17	3.6941564083099365
DuckDB	8	32	16	18	3.0402586460113525
DuckDB	8	32	16	19	0.8572447299957275
DuckDB	8	32	16	20	0.8922386169433594
DuckDB	8	32	16	21	2.1695051193237305
DuckDB	8	32	16	22	0.3030824661254883
DuckDB	8	32	16	1	0.7518312931060791
DuckDB	8	32	16	2	0.13065385818481445
DuckDB	8	32	16	3	0.5816469192504883
DuckDB	8	32	16	4	0.6778171062469482
DuckDB	8	32	16	5	0.5898301601409912
DuckDB	8	32	16	6	0.21413636207580566
DuckDB	8	32	16	7	1.4989097118377686
DuckDB	8	32	16	8	0.5099575519561768
DuckDB	8	32	16	9	2.4433534145355225
DuckDB	8	32	16	10	1.1088831424713135
DuckDB	8	32	16	11	0.06202840805053711
DuckDB	8	32	16	12	0.43973755836486816
DuckDB	8	32	16	13	1.3571841716766357
DuckDB	8	32	16	14	0.39367032051086426
DuckDB	8	32	16	15	0.5322141647338867
DuckDB	8	32	16	16	0.21742844581604004
DuckDB	8	32	16	17	3.773761034011841
DuckDB	8	32	16	18	2.9555976390838623
DuckDB	8	32	16	19	0.855952262878418
DuckDB	8	32	16	20	0.9164972305297852
DuckDB	8	32	16	21	2.2574191093444824
DuckDB	8	32	16	22	0.3067772388458252
Hyper	8	32	16	1	0.6377341747283936
Hyper	8	32	16	2	0.1621685028076172
Hyper	8	32	16	3	0.3479349613189697
Hyper	8	32	16	4	0.2667887210845947
Hyper	8	32	16	5	0.33591365814208984
Hyper	8	32	16	6	0.020940303802490234
Hyper	8	32	16	7	0.4719808101654053
Hyper	8	32	16	8	0.3179585933685303
Hyper	8	32	16	9	0.9940340518951416
Hyper	8	32	16	10	0.5397233963012695
Hyper	8	32	16	11	0.10085749626159668
Hyper	8	32	16	12	0.13691306114196777
Hyper	8	32	16	13	2.5760273933410645
Hyper	8	32	16	14	0.08965897560119629
Hyper	8	32	16	15	0.11674332618713379
Hyper	8	32	16	16	0.31255149841308594
Hyper	8	32	16	17	0.2591419219970703
Hyper	8	32	16	18	1.5077016353607178
Hyper	8	32	16	19	0.25198936462402344
Hyper	8	32	16	20	0.09027242660522461
Hyper	8	32	16	21	0.7323346138000488
Hyper	8	32	16	22	0.2039957046508789
Hyper	8	32	16	1	0.5654997825622559
Hyper	8	32	16	2	0.14553380012512207
Hyper	8	32	16	3	0.2974050045013428
Hyper	8	32	16	4	0.21437931060791016
Hyper	8	32	16	5	0.3059399127960205
Hyper	8	32	16	6	0.020345211029052734
Hyper	8	32	16	7	0.3218705654144287
Hyper	8	32	16	8	0.17628002166748047
Hyper	8	32	16	9	1.0129168033599854
Hyper	8	32	16	10	0.34090352058410645
Hyper	8	32	16	11	0.0915517807006836
Hyper	8	32	16	12	0.11806654930114746
Hyper	8	32	16	13	2.3123178482055664
Hyper	8	32	16	14	0.09626603126525879
Hyper	8	32	16	15	0.10601925849914551
Hyper	8	32	16	16	0.2814624309539795
Hyper	8	32	16	17	0.25346851348876953
Hyper	8	32	16	18	1.294898271560669
Hyper	8	32	16	19	0.2160794734954834
Hyper	8	32	16	20	0.08642053604125977
Hyper	8	32	16	21	0.667557954788208
Hyper	8	32	16	22	0.1841437816619873
Hyper	8	32	16	1	0.5626366138458252
Hyper	8	32	16	2	0.13584494590759277
Hyper	8	32	16	3	0.2891697883605957
Hyper	8	32	16	4	0.2256162166595459
Hyper	8	32	16	5	0.2975482940673828
Hyper	8	32	16	6	0.020426511764526367
Hyper	8	32	16	7	0.3216676712036133
Hyper	8	32	16	8	0.15922975540161133
Hyper	8	32	16	9	0.9720172882080078
Hyper	8	32	16	10	0.3502676486968994
Hyper	8	32	16	11	0.12124252319335938
Hyper	8	32	16	12	0.09803915023803711
Hyper	8	32	16	13	2.356048583984375
Hyper	8	32	16	14	0.08762383460998535
Hyper	8	32	16	15	0.10210132598876953
Hyper	8	32	16	16	0.2778446674346924
Hyper	8	32	16	17	0.22481727600097656
Hyper	8	32	16	18	1.3550865650177002
Hyper	8	32	16	19	0.20222949981689453
Hyper	8	32	16	20	0.08689999580383301
Hyper	8	32	16	21	0.6713829040527344
Hyper	8	32	16	22	0.185530424118042
DuckDB	8	32	32	1	2.5345096588134766
DuckDB	8	32	32	2	0.2781643867492676
DuckDB	8	32	32	3	1.3453714847564697
DuckDB	8	32	32	4	1.9920620918273926
DuckDB	8	32	32	5	1.4239673614501953
DuckDB	8	32	32	6	0.43473100662231445
DuckDB	8	32	32	7	3.1150453090667725
DuckDB	8	32	32	8	1.3098528385162354
DuckDB	8	32	32	9	5.317298650741577
DuckDB	8	32	32	10	2.445072889328003
DuckDB	8	32	32	11	0.11206626892089844
DuckDB	8	32	32	12	0.9297709465026855
DuckDB	8	32	32	13	2.769066095352173
DuckDB	8	32	32	14	0.7668519020080566
DuckDB	8	32	32	15	1.123000144958496
DuckDB	8	32	32	16	0.4445686340332031
DuckDB	8	32	32	17	8.723349809646606
DuckDB	8	32	32	18	7.0286030769348145
DuckDB	8	32	32	19	1.7771880626678467
DuckDB	8	32	32	20	1.8074183464050293
DuckDB	8	32	32	21	4.92410683631897
DuckDB	8	32	32	22	0.7355072498321533
DuckDB	8	32	32	1	1.4984736442565918
DuckDB	8	32	32	2	0.26000404357910156
DuckDB	8	32	32	3	1.2223589420318604
DuckDB	8	32	32	4	1.4171972274780273
DuckDB	8	32	32	5	1.2880165576934814
DuckDB	8	32	32	6	0.4344217777252197
DuckDB	8	32	32	7	3.0707385540008545
DuckDB	8	32	32	8	1.0831782817840576
DuckDB	8	32	32	9	5.318404912948608
DuckDB	8	32	32	10	2.2892253398895264
DuckDB	8	32	32	11	0.135634183883667
DuckDB	8	32	32	12	0.9699983596801758
DuckDB	8	32	32	13	3.0179831981658936
DuckDB	8	32	32	14	0.7734372615814209
DuckDB	8	32	32	15	1.1627860069274902
DuckDB	8	32	32	16	0.45456433296203613
DuckDB	8	32	32	17	7.7130327224731445
DuckDB	8	32	32	18	6.484713554382324
DuckDB	8	32	32	19	1.721904993057251
DuckDB	8	32	32	20	1.7922258377075195
DuckDB	8	32	32	21	4.321413278579712
DuckDB	8	32	32	22	0.5710673332214355
DuckDB	8	32	32	1	1.4964711666107178
DuckDB	8	32	32	2	0.2554037570953369
DuckDB	8	32	32	3	1.220097541809082
DuckDB	8	32	32	4	1.3431897163391113
DuckDB	8	32	32	5	1.2703652381896973
DuckDB	8	32	32	6	0.4382467269897461
DuckDB	8	32	32	7	3.038599967956543
DuckDB	8	32	32	8	1.140702724456787
DuckDB	8	32	32	9	5.192510604858398
DuckDB	8	32	32	10	2.2303922176361084
DuckDB	8	32	32	11	0.1114652156829834
DuckDB	8	32	32	12	0.9371840953826904
DuckDB	8	32	32	13	2.6454834938049316
DuckDB	8	32	32	14	0.771245002746582
DuckDB	8	32	32	15	1.1477997303009033
DuckDB	8	32	32	16	0.46711134910583496
DuckDB	8	32	32	17	7.741635799407959
DuckDB	8	32	32	18	6.320409297943115
DuckDB	8	32	32	19	1.788513422012329
DuckDB	8	32	32	20	1.8728435039520264
DuckDB	8	32	32	21	4.459226846694946
DuckDB	8	32	32	22	0.5936086177825928
Hyper	8	32	32	1	2.1352224349975586
Hyper	8	32	32	2	0.16181492805480957
Hyper	8	32	32	3	1.2493906021118164
Hyper	8	32	32	4	0.9360353946685791
Hyper	8	32	32	5	1.0351448059082031
Hyper	8	32	32	6	0.040601491928100586
Hyper	8	32	32	7	0.9987294673919678
Hyper	8	32	32	8	0.7293450832366943
Hyper	8	32	32	9	2.756460666656494
Hyper	8	32	32	10	1.2063822746276855
Hyper	8	32	32	11	0.1278684139251709
Hyper	8	32	32	12	0.23014140129089355
Hyper	8	32	32	13	7.109061002731323
Hyper	8	32	32	14	0.17719411849975586
Hyper	8	32	32	15	0.231889009475708
Hyper	8	32	32	16	0.5833320617675781
Hyper	8	32	32	17	0.4816310405731201
Hyper	8	32	32	18	3.8162343502044678
Hyper	8	32	32	19	0.7968082427978516
Hyper	8	32	32	20	0.339587926864624
Hyper	8	32	32	21	2.7017998695373535
Hyper	8	32	32	22	0.8815085887908936
Hyper	8	32	32	1	1.955533504486084
Hyper	8	32	32	2	0.19556355476379395
Hyper	8	32	32	3	1.103208065032959
Hyper	8	32	32	4	0.5747909545898438
Hyper	8	32	32	5	0.7436490058898926
Hyper	8	32	32	6	0.03942108154296875
Hyper	8	32	32	7	0.6308073997497559
Hyper	8	32	32	8	0.35834646224975586
Hyper	8	32	32	9	2.2507879734039307
Hyper	8	32	32	10	0.7020177841186523
Hyper	8	32	32	11	0.10355830192565918
Hyper	8	32	32	12	0.17435264587402344
Hyper	8	32	32	13	4.695756673812866
Hyper	8	32	32	14	0.16283059120178223
Hyper	8	32	32	15	0.21790528297424316
Hyper	8	32	32	16	0.5260148048400879
Hyper	8	32	32	17	0.4630284309387207
Hyper	8	32	32	18	3.074323892593384
Hyper	8	32	32	19	0.4021143913269043
Hyper	8	32	32	20	0.14259672164916992
Hyper	8	32	32	21	1.441734790802002
Hyper	8	32	32	22	0.45633721351623535
Hyper	8	32	32	1	1.1273863315582275
Hyper	8	32	32	2	0.10781741142272949
Hyper	8	32	32	3	0.6609339714050293
Hyper	8	32	32	4	0.5559976100921631
Hyper	8	32	32	5	0.6997072696685791
Hyper	8	32	32	6	0.039504051208496094
Hyper	8	32	32	7	0.6315419673919678
Hyper	8	32	32	8	0.3585994243621826
Hyper	8	32	32	9	2.2283968925476074
Hyper	8	32	32	10	0.6916019916534424
Hyper	8	32	32	11	0.10273623466491699
Hyper	8	32	32	12	0.17629575729370117
Hyper	8	32	32	13	4.734140872955322
Hyper	8	32	32	14	0.15759563446044922
Hyper	8	32	32	15	0.20983362197875977
Hyper	8	32	32	16	0.5281615257263184
Hyper	8	32	32	17	0.4486420154571533
Hyper	8	32	32	18	2.8625566959381104
Hyper	8	32	32	19	0.3989262580871582
Hyper	8	32	32	20	0.14838266372680664
Hyper	8	32	32	21	1.4576661586761475
Hyper	8	32	32	22	0.4553232192993164
DuckDB	8	32	64	1	5.914543390274048
DuckDB	8	32	64	2	0.7750916481018066
DuckDB	8	32	64	3	3.1369104385375977
DuckDB	8	32	64	4	4.203437805175781
DuckDB	8	32	64	5	3.251983880996704
DuckDB	8	32	64	6	1.0044794082641602
DuckDB	8	32	64	7	6.767012119293213
DuckDB	8	32	64	8	3.091721534729004
DuckDB	8	32	64	9	10.65207839012146
DuckDB	8	32	64	10	4.695037841796875
DuckDB	8	32	64	11	0.2567863464355469
DuckDB	8	32	64	12	1.9642493724822998
DuckDB	8	32	64	13	6.322752475738525
DuckDB	8	32	64	14	1.6913397312164307
DuckDB	8	32	64	15	2.3814473152160645
DuckDB	8	32	64	16	1.2025022506713867
DuckDB	8	32	64	17	25.23042583465576
DuckDB	8	32	64	18	13.448845863342285
DuckDB	8	32	64	19	4.14252495765686
DuckDB	8	32	64	20	4.360203504562378
DuckDB	8	32	64	21	12.421985864639282
DuckDB	8	32	64	22	1.4288015365600586
DuckDB	8	32	64	1	3.7120201587677
DuckDB	8	32	64	2	0.9540953636169434
DuckDB	8	32	64	3	2.7631523609161377
DuckDB	8	32	64	4	3.7217934131622314
DuckDB	8	32	64	5	3.0943691730499268
DuckDB	8	32	64	6	1.0409629344940186
DuckDB	8	32	64	7	6.200676918029785
DuckDB	8	32	64	8	2.8935184478759766
DuckDB	8	32	64	9	10.745393753051758
DuckDB	8	32	64	10	4.710387229919434
DuckDB	8	32	64	11	0.31715846061706543
DuckDB	8	32	64	12	1.9236664772033691
DuckDB	8	32	64	13	6.142877101898193
DuckDB	8	32	64	14	1.583219289779663
DuckDB	8	32	64	15	2.3721721172332764
DuckDB	8	32	64	16	1.2060601711273193
DuckDB	8	32	64	17	17.38577961921692
DuckDB	8	32	64	18	13.724332332611084
DuckDB	8	32	64	19	4.119473934173584
DuckDB	8	32	64	20	5.416966915130615
DuckDB	8	32	64	21	12.093440294265747
DuckDB	8	32	64	22	1.5279366970062256
DuckDB	8	32	64	1	4.102254867553711
DuckDB	8	32	64	2	1.0505518913269043
DuckDB	8	32	64	3	2.7942967414855957
DuckDB	8	32	64	4	3.388023614883423
DuckDB	8	32	64	5	3.0258076190948486
DuckDB	8	32	64	6	1.013124704360962
DuckDB	8	32	64	7	6.214638948440552
DuckDB	8	32	64	8	2.979952573776245
DuckDB	8	32	64	9	10.80068302154541
DuckDB	8	32	64	10	4.69379448890686
DuckDB	8	32	64	11	0.26002001762390137
DuckDB	8	32	64	12	1.966090440750122
DuckDB	8	32	64	13	6.238917112350464
DuckDB	8	32	64	14	1.558265209197998
DuckDB	8	32	64	15	2.4261631965637207
DuckDB	8	32	64	16	1.2097885608673096
DuckDB	8	32	64	17	21.64828372001648
DuckDB	8	32	64	18	14.755474328994751
DuckDB	8	32	64	19	4.2147345542907715
DuckDB	8	32	64	20	4.609940528869629
DuckDB	8	32	64	21	11.463934183120728
DuckDB	8	32	64	22	1.2986221313476562
Hyper	8	32	64	1	4.543137073516846
Hyper	8	32	64	2	0.3192305564880371
Hyper	8	32	64	3	3.121929407119751
Hyper	8	32	64	4	2.1094837188720703
Hyper	8	32	64	5	2.3624627590179443
Hyper	8	32	64	6	0.08510017395019531
Hyper	8	32	64	7	2.1112020015716553
Hyper	8	32	64	8	1.5933799743652344
Hyper	8	32	64	9	5.592331409454346
Hyper	8	32	64	10	2.3535149097442627
Hyper	8	32	64	11	0.25524020195007324
Hyper	8	32	64	12	0.6458842754364014
Hyper	8	32	64	13	18.292848587036133
Hyper	8	32	64	14	0.3611752986907959
Hyper	8	32	64	15	0.5156652927398682
Hyper	8	32	64	16	1.3087074756622314
Hyper	8	32	64	17	1.3845901489257812
Hyper	8	32	64	18	11.58944296836853
Hyper	8	32	64	19	0.8700549602508545
Hyper	8	32	64	20	0.36582207679748535
Hyper	8	32	64	21	3.029674768447876
Hyper	8	32	64	22	1.0480260848999023
Hyper	8	32	64	1	2.4319818019866943
Hyper	8	32	64	2	0.22774815559387207
Hyper	8	32	64	3	1.49527907371521
Hyper	8	32	64	4	1.3771963119506836
Hyper	8	32	64	5	1.649515151977539
Hyper	8	32	64	6	0.07656502723693848
Hyper	8	32	64	7	1.2856342792510986
Hyper	8	32	64	8	0.78887939453125
Hyper	8	32	64	9	4.847462177276611
Hyper	8	32	64	10	1.422762155532837
Hyper	8	32	64	11	0.1958913803100586
Hyper	8	32	64	12	0.5920510292053223
Hyper	8	32	64	13	9.418060779571533
Hyper	8	32	64	14	0.31919217109680176
Hyper	8	32	64	15	0.5185403823852539
Hyper	8	32	64	16	1.3771576881408691
Hyper	8	32	64	17	1.2668755054473877
Hyper	8	32	64	18	6.74708104133606
Hyper	8	32	64	19	0.8204591274261475
Hyper	8	32	64	20	0.32245492935180664
Hyper	8	32	64	21	2.9691107273101807
Hyper	8	32	64	22	0.9795482158660889
Hyper	8	32	64	1	2.269082546234131
Hyper	8	32	64	2	0.21321654319763184
Hyper	8	32	64	3	1.483921766281128
Hyper	8	32	64	4	1.3980090618133545
Hyper	8	32	64	5	1.574781894683838
Hyper	8	32	64	6	0.07505106925964355
Hyper	8	32	64	7	1.3022983074188232
Hyper	8	32	64	8	0.7831058502197266
Hyper	8	32	64	9	4.7281129360198975
Hyper	8	32	64	10	1.537384271621704
Hyper	8	32	64	11	0.19463825225830078
Hyper	8	32	64	12	0.5474565029144287
Hyper	8	32	64	13	9.508968830108643
Hyper	8	32	64	14	0.32807350158691406
Hyper	8	32	64	15	0.5044574737548828
Hyper	8	32	64	16	1.1927688121795654
Hyper	8	32	64	17	1.187537670135498
Hyper	8	32	64	18	6.6888427734375
Hyper	8	32	64	19	0.8205199241638184
Hyper	8	32	64	20	0.2883598804473877
Hyper	8	32	64	21	2.967808723449707
Hyper	8	32	64	22	1.0139029026031494
